(-7.55, -14.89)  -  202
(-14.83, -6.75)  -  203
(-10.32, -7.68)  -  204
(-10.65, -5.24)  -  205
(-8.48, -5.71)  -  206
(-7.56, -11.64)  -  207
(-15.61, -11.30)  -  208
(-9.49, -12.92)  -  209
(-5.49, -8.05)  -  210
(-13.47, -13.25)  -  211
(-14.43, -14.09)  -  212
(-10.44, -2.10)  -  213
(-5.37, -8.55)  -  214
(-14.28, -11.71)  -  215
(-11.20, -8.00)  -  216
(-9.80, -15.42)  -  217
(-11.11, -14.37)  -  218
(-9.67, -9.21)  -  219
(-13.64, -9.70)  -  220
(-8.27, -7.53)  -  221
(-12.28, -7.40)  -  222
(-7.21, -10.39)  -  223
(-12.83, -10.50)  -  224
(-14.08, -13.41)  -  225
(-8.49, -10.57)  -  226
(-11.23, -5.42)  -  227
(-8.58, -7.74)  -  228
(-15.98, -9.32)  -  229
(-12.62, -6.94)  -  230
(-11.50, -7.46)  -  231
(-14.49, -14.38)  -  232
(-15.95, -9.82)  -  233
(-10.34, -12.72)  -  234
(-10.63, -3.07)  -  235
(-12.80, -6.70)  -  236
(-11.67, -12.31)  -  237
(-15.28, -10.57)  -  238
(-14.52, -6.15)  -  239
(-14.38, -10.80)  -  240
(-7.01, -4.54)  -  241
(-12.34, -8.67)  -  242
(-11.07, -7.92)  -  243
(-5.13, -13.91)  -  244
(-11.64, -5.65)  -  245
(-13.81, -8.43)  -  246
(-10.34, -3.71)  -  247
(-5.33, -4.89)  -  248
(-7.34, -8.65)  -  249
(-6.90, -9.86)  -  250
(-12.35, -6.03)  -  251
(-11.50, -3.01)  -  252
(-15.35, -4.66)  -  253
(-6.65, -10.31)  -  254
(-9.33, -10.54)  -  255
(-14.11, -14.64)  -  256
(-7.59, -6.58)  -  257
(-11.69, -12.76)  -  258
(-5.23, -9.29)  -  259
(-11.03, -14.22)  -  260
(-13.05, -11.72)  -  261
(-9.25, -3.19)  -  262
(-8.21, -14.02)  -  263
(-8.49, -4.15)  -  264
(-11.97, -0.87)  -  265
(-14.08, -12.71)  -  266
(-8.70, -12.99)  -  267
(-7.89, -12.53)  -  268
(-5.89, -4.45)  -  269
(-12.03, -6.51)  -  270
(-14.20, -3.61)  -  271
(-15.25, -14.92)  -  272
(-7.33, -4.68)  -  273
(-10.83, -10.32)  -  274
(-12.38, -5.45)  -  275
(-9.25, -5.20)  -  276
(-4.60, -9.87)  -  277
(-9.87, -12.71)  -  278
(-15.51, -4.34)  -  279
(-11.15, -14.26)  -  280
(-15.58, -12.93)  -  281
(-11.97, -8.14)  -  282
(-13.17, -2.29)  -  283
(-13.70, -6.57)  -  284
(-6.54, -7.84)  -  285
(-12.01, -6.54)  -  286
(-7.62, -6.47)  -  287
(-12.93, -8.34)  -  288
(-6.08, -9.67)  -  289
(-14.97, -2.23)  -  290
(-8.68, -7.71)  -  291
(-7.03, -9.73)  -  292
(-14.94, -8.60)  -  293
(-10.50, -2.02)  -  294
(-13.99, -11.55)  -  295
(-14.17, -5.50)  -  296
(-11.95, -7.50)  -  297
(-13.72, -10.16)  -  298
(-15.21, -2.26)  -  299
(-13.39, -15.64)  -  300
(-6.82, -14.76)  -  301
(-8.80, -4.09)  -  302
(-11.38, -3.79)  -  303
(-14.35, -3.87)  -  304
(-12.53, -9.32)  -  305
(-4.13, -3.64)  -  306
(-10.99, -8.21)  -  307
(-11.91, -13.95)  -  308
(-9.82, -6.56)  -  309
(-7.38, -5.42)  -  310
(-10.05, -5.17)  -  311
(-14.87, -10.52)  -  312
(-10.66, -6.83)  -  313
(-15.67, -9.55)  -  314
(-11.63, -9.35)  -  315
(-5.75, -4.81)  -  316
(-4.43, -8.22)  -  317
(-8.23, -6.39)  -  318
(-4.49, -8.93)  -  319
(-8.06, -11.45)  -  320
(-7.88, -8.36)  -  321
(-10.78, -3.23)  -  322
(-13.85, -4.37)  -  323
(-9.69, -2.47)  -  324
(-4.49, -4.61)  -  325
(-13.88, -9.73)  -  326
(-8.40, -14.45)  -  327
(-9.17, -1.94)  -  328
(-10.00, -8.00)  -  329
(-4.81, -10.20)  -  330
(-5.99, -9.19)  -  331
(-6.01, -11.57)  -  332
(-8.78, -2.56)  -  333
(-15.26, -10.71)  -  334
(-9.72, -5.62)  -  335
(-6.42, -3.02)  -  336
(-6.66, -13.78)  -  337
(-7.30, -4.54)  -  338
(-10.52, -14.97)  -  339
(-12.56, -14.30)  -  340
(-14.50, -8.54)  -  341
(-9.67, -14.33)  -  342
(-13.26, -11.74)  -  343
(-12.10, -4.76)  -  344
(-7.03, -9.80)  -  345
(-10.10, -3.76)  -  346
(-13.24, -6.57)  -  347
(-7.50, -1.61)  -  348
(-11.37, -4.11)  -  349
(-9.44, -10.87)  -  350
(-4.59, -12.75)  -  351
(-7.13, -5.87)  -  352
(-5.54, -10.21)  -  353
(-9.74, -11.31)  -  354
(-10.74, -4.33)  -  355
(-12.34, -4.98)  -  356
(-12.21, -9.33)  -  357
(-7.71, -11.13)  -  358
(-5.52, -7.22)  -  359
(-11.23, -7.47)  -  360
(-8.32, -12.94)  -  361
(-12.56, -7.76)  -  362
(-7.90, -14.88)  -  363
(-7.35, -5.81)  -  364
(-10.74, -8.25)  -  365
(-14.11, -4.99)  -  366
(-10.95, -8.48)  -  367
(-15.98, -3.79)  -  368
(-5.63, -11.00)  -  369
(-14.73, -3.17)  -  370
(-10.90, -8.63)  -  371
(-11.94, -7.77)  -  372
(-11.52, -5.42)  -  373
(-12.26, -8.18)  -  374
(-13.22, -8.36)  -  375
(-13.74, -10.06)  -  376
(-13.76, -12.58)  -  377
(-12.48, -7.43)  -  378
(-8.66, -1.77)  -  379
(-5.85, -8.99)  -  380
(-8.70, -11.99)  -  381
(-7.73, -0.13)  -  382
(-8.06, -15.53)  -  383
(-13.64, -14.12)  -  384
(-14.25, -13.03)  -  385
(-8.47, -7.59)  -  386
(-4.97, -8.39)  -  387
(-11.06, -0.01)  -  388
(-13.80, -10.02)  -  389
(-7.29, -0.08)  -  390
(-10.27, -4.55)  -  391
(-6.41, -12.84)  -  392
(-6.82, -9.68)  -  393
(-11.10, -11.94)  -  394
(-3.93, -8.50)  -  395
(-8.09, -0.21)  -  396
(-7.66, -9.89)  -  397
(-6.79, -2.47)  -  398
(-14.92, -14.00)  -  399
(-3.22, -3.24)  -  400
(-5.74, -2.15)  -  401
(-13.19, -10.40)  -  402
(-13.16, -8.81)  -  403
(-9.77, -7.06)  -  404
(-9.91, -3.19)  -  405
(-8.91, -9.72)  -  406
(-9.12, -6.01)  -  407
(-14.64, -2.37)  -  408
(-13.14, -4.36)  -  409
(-8.63, -11.79)  -  410
(-5.89, -4.39)  -  411
(-15.78, -14.36)  -  412
(-13.95, -8.59)  -  413
(-4.82, -8.71)  -  414
(-8.07, -0.83)  -  415
(-6.24, -9.20)  -  416
(-14.87, -6.45)  -  417
(-10.78, -1.19)  -  418
(-11.58, -8.77)  -  419
(-10.34, -8.41)  -  420
(-14.12, -10.48)  -  421
(-15.60, -12.14)  -  422
(-7.02, -3.43)  -  423
(-9.79, -10.07)  -  424
(-9.79, -6.43)  -  425
(-4.08, -9.67)  -  426
(-12.46, -4.50)  -  427
(-8.57, -10.02)  -  428
(-4.14, -14.00)  -  429
(-7.12, -6.94)  -  430
(-5.57, -12.35)  -  431
(-11.16, -13.73)  -  432
(-3.65, -11.77)  -  433
(-8.82, -11.48)  -  434
(-13.27, -7.17)  -  435
(-7.83, -14.78)  -  436
(-4.67, -2.67)  -  437
(-11.77, -4.27)  -  438
(-11.20, -3.34)  -  439
(-9.83, -3.51)  -  440
(-10.36, -7.01)  -  441
(-14.82, -0.53)  -  442
(-9.88, -10.05)  -  443
(-3.89, -1.25)  -  444
(-4.93, -13.41)  -  445
(-8.79, -3.09)  -  446
(-7.80, -4.82)  -  447
(-8.41, -3.28)  -  448
(-10.00, -5.37)  -  449
(-13.96, -11.33)  -  450
(-13.05, -2.88)  -  451
(-8.65, -6.76)  -  452
(-1.87, -3.99)  -  453
(-10.82, -8.11)  -  454
(-4.43, -13.00)  -  455
(-4.13, -3.10)  -  456
(-9.41, -13.49)  -  457
(-1.33, -12.41)  -  458
(-5.91, -6.92)  -  459
(-4.33, -7.45)  -  460
(-7.68, -2.91)  -  461
(-10.52, -0.64)  -  462
(-1.73, -10.64)  -  463
(-5.28, -8.22)  -  464
(-7.01, -11.69)  -  465
(-13.62, -12.55)  -  466
(-9.70, -11.52)  -  467
(-5.01, -4.33)  -  468
(-12.56, -14.91)  -  469
(-9.45, -10.71)  -  470
(-3.73, -2.33)  -  471
(-7.17, -1.75)  -  472
(-9.33, -1.05)  -  473
(-8.50, -7.48)  -  474
(-3.69, -4.05)  -  475
(-14.96, -9.42)  -  476
(-3.24, -11.71)  -  477
(-7.13, -11.07)  -  478
(-5.14, -1.04)  -  479
(-12.92, -1.64)  -  480
(-9.32, -2.19)  -  481
(-15.80, -2.51)  -  482
(-9.56, -13.10)  -  483
(-13.85, -15.59)  -  484
(-9.89, -15.03)  -  485
(-11.50, -6.82)  -  486
(-4.95, -12.81)  -  487
(-8.65, -10.65)  -  488
(-5.85, -9.89)  -  489
(-3.41, -5.52)  -  490
(-13.78, -9.88)  -  491
(-12.11, -9.06)  -  492
(-10.79, -8.71)  -  493
(-8.59, -15.88)  -  494
(-4.09, -11.58)  -  495
(-5.48, -5.76)  -  496
(-4.85, -7.37)  -  497
(-12.22, -10.68)  -  498
(-6.88, -12.67)  -  499
(-9.73, -4.77)  -  500
(-11.16, -4.86)  -  501
(-6.90, -9.92)  -  502
(-11.58, -1.13)  -  503
(-9.61, -4.38)  -  504
(-13.21, -5.24)  -  505
(-4.06, -8.35)  -  506
(-11.24, -5.78)  -  507
(-2.73, -1.27)  -  508
(-6.56, -1.47)  -  509
(-4.82, -7.66)  -  510
(-11.90, -6.62)  -  511
(-13.27, -2.97)  -  512
(-14.15, -7.35)  -  513
(-3.23, -4.31)  -  514
(-10.03, -3.72)  -  515
(-10.38, -12.66)  -  516
(-14.71, -9.76)  -  517
(-8.93, -15.37)  -  518
(-5.95, -11.53)  -  519
(-14.34, -4.75)  -  520
(-15.65, -12.07)  -  521
(-10.96, 0.12)  -  522
(-6.10, -4.18)  -  523
(-1.11, -11.26)  -  524
(-6.25, -13.20)  -  525
(-3.80, -3.28)  -  526
(-15.93, -8.89)  -  527
(-5.17, -11.30)  -  528
(-12.57, -2.72)  -  529
(-13.46, -9.45)  -  530
(-0.54, -13.91)  -  531
(-1.06, -2.70)  -  532
(-4.95, -1.81)  -  533
(-7.81, -13.49)  -  534
(-13.69, -14.72)  -  535
(-3.06, -9.05)  -  536
(-5.98, -5.74)  -  537
(-14.86, -14.23)  -  538
(-13.04, -9.49)  -  539
(-8.63, -10.78)  -  540
(-13.61, -11.75)  -  541
(-1.15, -4.67)  -  542
(-4.11, -3.36)  -  543
(-15.84, -1.78)  -  544
(-8.83, -1.29)  -  545
(-6.39, -5.62)  -  546
(-11.91, -12.08)  -  547
(-9.12, -4.28)  -  548
(-14.85, -13.40)  -  549
(-7.04, -2.97)  -  550
(-10.87, -3.07)  -  551
(-4.65, -0.34)  -  552
(-12.97, -5.23)  -  553
(-6.96, -6.73)  -  554
(-9.23, -7.27)  -  555
(-14.02, -2.88)  -  556
(-14.26, -6.23)  -  557
(-10.56, -14.02)  -  558
(-13.46, -6.60)  -  559
(-1.33, -2.04)  -  560
(-3.82, -5.26)  -  561
(-3.76, -13.77)  -  562
(-9.60, -15.76)  -  563
(-6.27, -10.94)  -  564
(-5.06, -10.55)  -  565
(-14.42, -13.43)  -  566
(-14.86, -3.31)  -  567
(-9.42, -0.81)  -  568
(-0.73, -10.79)  -  569
(-2.02, -11.72)  -  570
(-3.78, -5.56)  -  571
(-14.71, -4.36)  -  572
(-5.41, -10.30)  -  573
(-7.36, -4.18)  -  574
(-0.55, -14.30)  -  575
(-7.37, -1.21)  -  576
(-12.08, -8.62)  -  577
(-12.68, -11.60)  -  578
(-9.86, -8.82)  -  579
(-6.60, -13.44)  -  580
(-12.90, -9.52)  -  581
(-8.64, -2.68)  -  582
(-12.64, -0.02)  -  583
(-8.91, -4.50)  -  584
(-8.76, -12.07)  -  585
(-11.82, -11.43)  -  586
(-7.86, -4.60)  -  587
(-3.69, -2.49)  -  588
(-0.13, -4.62)  -  589
(-14.27, -4.52)  -  590
(-4.36, -8.31)  -  591
(-9.11, -1.29)  -  592
(-4.07, -4.38)  -  593
(-4.06, -5.61)  -  594
(-13.65, -11.33)  -  595
(-14.94, -10.02)  -  596
(-15.43, -4.65)  -  597
(-4.28, -3.93)  -  598
(-2.79, -3.47)  -  599
(-8.49, -0.32)  -  600
(-6.57, -4.94)  -  601
(-6.47, -13.80)  -  602
(-12.34, -8.82)  -  603
(-7.63, -6.11)  -  604
(-12.95, -9.80)  -  605
(-12.96, -7.41)  -  606
(-0.28, -1.25)  -  607
(-13.34, -10.35)  -  608
(-13.56, -11.67)  -  609
(-14.26, -15.06)  -  610
(-2.13, -12.53)  -  611
(-9.34, -2.24)  -  612
(-14.09, -15.96)  -  613
(-2.14, -6.26)  -  614
(-12.44, -12.78)  -  615
(-9.27, 0.66)  -  616
(-13.84, -12.30)  -  617
(-11.12, 0.96)  -  618
(-11.36, -2.25)  -  619
(-15.43, -12.23)  -  620
(-5.01, -4.64)  -  621
(-4.49, -7.10)  -  622
(-3.00, -0.54)  -  623
(-14.82, -3.38)  -  624
(-8.48, -14.11)  -  625
(-1.94, -5.95)  -  626
(-13.35, -0.30)  -  627
(-5.76, -1.58)  -  628
(-6.96, -11.99)  -  629
(-8.55, -0.93)  -  630
(-12.93, -3.67)  -  631
(-14.77, -0.60)  -  632
(-3.38, -7.15)  -  633
(-13.62, -9.26)  -  634
(-15.84, -2.13)  -  635
(-14.26, -1.02)  -  636
(-8.79, -9.96)  -  637
(-5.00, -6.23)  -  638
(-0.30, -5.04)  -  639
(-13.00, -12.39)  -  640
(-15.82, -12.39)  -  641
(-10.24, -4.78)  -  642
(-9.63, -8.16)  -  643
(-10.21, -2.67)  -  644
(-1.98, -6.51)  -  645
(-10.32, -1.87)  -  646
(-1.16, -10.68)  -  647
(-11.57, 0.45)  -  648
(-12.91, -12.33)  -  649
(-13.39, -4.32)  -  650
(-11.60, -7.27)  -  651
(-10.68, -6.55)  -  652
(-0.56, -5.94)  -  653
(-4.81, -5.08)  -  654
(-15.53, -0.56)  -  655
(-8.21, -7.72)  -  656
(-15.58, -4.11)  -  657
(-6.34, -5.74)  -  658
(-12.55, -14.09)  -  659
(-7.12, -5.19)  -  660
(-13.04, -8.65)  -  661
(-10.23, -14.15)  -  662
(-12.91, -7.59)  -  663
(-4.25, -5.12)  -  664
(-6.73, -7.27)  -  665
(-3.86, -2.96)  -  666
(-9.38, -2.41)  -  667
(-10.66, -11.76)  -  668
(-6.66, -8.59)  -  669
(-11.03, -0.56)  -  670
(-10.69, -5.55)  -  671
(-12.95, -2.56)  -  672
(-12.97, -0.20)  -  673
(-12.54, -13.53)  -  674
(-8.35, -14.69)  -  675
(-12.69, -6.28)  -  676
(-3.56, -10.33)  -  677
(-8.47, -14.46)  -  678
(-5.18, -12.49)  -  679
(-3.96, -8.56)  -  680
(-13.12, -13.53)  -  681
(-0.15, -12.82)  -  682
(-4.18, -13.25)  -  683
(-11.77, -4.81)  -  684
(-14.08, -8.95)  -  685
(-11.67, 0.35)  -  686
(-11.54, -7.57)  -  687
(-4.41, -8.67)  -  688
(-9.46, -9.75)  -  689
(-6.37, -13.22)  -  690
(-7.94, -5.18)  -  691
(-9.99, -7.08)  -  692
(-9.59, -2.54)  -  693
(-7.55, -2.19)  -  694
(-0.39, -4.27)  -  695
(-3.84, -2.19)  -  696
(-3.17, -0.53)  -  697
(-3.73, -9.33)  -  698
(-11.47, -0.48)  -  699
(-7.85, -7.83)  -  700
(-11.44, -15.87)  -  701
(-13.21, -8.40)  -  702
(-11.80, -4.47)  -  703
(-5.24, -4.08)  -  704
(-8.41, -5.57)  -  705
(-5.60, -14.47)  -  706
(-4.29, -11.43)  -  707
(-13.95, -14.84)  -  708
(-2.77, -9.33)  -  709
(-10.36, -10.06)  -  710
(-3.03, -6.43)  -  711
(-11.26, -1.31)  -  712
(-3.76, -5.12)  -  713
(-9.17, -12.10)  -  714
(-9.53, -7.97)  -  715
(-5.21, 0.07)  -  716
(-5.92, -7.21)  -  717
(-10.73, -9.20)  -  718
(-10.60, -8.56)  -  719
(-15.10, -15.94)  -  720
(-2.43, -8.43)  -  721
(-15.29, -15.62)  -  722
(-11.20, -11.93)  -  723
(-7.98, -2.98)  -  724
(-9.52, -5.79)  -  725
(-2.97, -3.24)  -  726
(-7.89, -13.92)  -  727
(-8.02, -10.06)  -  728
(-11.23, -10.59)  -  729
(-7.28, -12.15)  -  730
(-9.44, -3.97)  -  731
(-14.07, -2.74)  -  732
(-14.60, -11.59)  -  733
(-4.11, -3.07)  -  734
(-12.28, -2.08)  -  735
(0.45, -11.32)  -  736
(-4.79, -7.87)  -  737
(-2.91, -6.42)  -  738
(-11.67, -4.05)  -  739
(-5.22, -0.92)  -  740
(-12.33, -0.67)  -  741
(-12.89, -7.22)  -  742
(-13.39, -2.62)  -  743
(-7.35, -10.59)  -  744
(-6.75, -12.05)  -  745
(-6.62, -0.77)  -  746
(-15.06, -8.30)  -  747
(-2.74, -6.76)  -  748
(-15.84, -1.87)  -  749
(-1.34, -12.37)  -  750
(-11.96, -14.37)  -  751
(-14.73, -11.77)  -  752
(-12.47, -10.04)  -  753
(-13.33, -10.72)  -  754
(-1.37, -5.66)  -  755
(-0.41, -1.89)  -  756
(-8.35, -15.81)  -  757
(-14.09, -1.73)  -  758
(-11.27, -8.47)  -  759
(-4.85, -12.02)  -  760
(-3.15, -9.42)  -  761
(0.73, -5.66)  -  762
(-4.15, -4.63)  -  763
(-7.01, -13.78)  -  764
(-1.84, -12.01)  -  765
(-3.29, -14.97)  -  766
(-5.07, -2.29)  -  767
(-12.53, -10.19)  -  768
(-5.62, -8.31)  -  769
(-14.75, -12.37)  -  770
(-2.84, -5.82)  -  771
(-4.50, -3.66)  -  772
(-10.05, -5.56)  -  773
(-13.68, -7.52)  -  774
(-2.78, -10.36)  -  775
(-3.17, -6.60)  -  776
(-11.34, -10.61)  -  777
(-4.78, -1.35)  -  778
(-7.78, -3.20)  -  779
(-15.47, -6.02)  -  780
(-11.70, -6.98)  -  781
(-15.56, -5.23)  -  782
(-0.23, -4.12)  -  783
(-7.90, -9.86)  -  784
(-11.47, -4.84)  -  785
(-11.00, -5.98)  -  786
(-14.18, -15.95)  -  787
(-9.25, -9.25)  -  788
(-1.70, -5.02)  -  789
(-9.50, -11.22)  -  790
(-12.28, -14.47)  -  791
(-14.93, -6.53)  -  792
(-11.52, -7.30)  -  793
(-10.70, -1.18)  -  794
(-8.22, -7.56)  -  795
(0.72, -11.18)  -  796
(-14.99, -9.95)  -  797
(-5.14, -7.23)  -  798
(-4.41, -0.47)  -  799
(-9.61, -0.26)  -  800
(-13.17, -14.94)  -  801
(-3.40, -5.79)  -  802
(-7.89, -1.11)  -  803
(-12.74, -14.59)  -  804
(-11.20, -0.12)  -  805
(-15.94, -2.53)  -  806
(-2.69, -2.59)  -  807
(-13.37, -13.02)  -  808
(-6.61, -0.54)  -  809
(-10.99, -14.52)  -  810
(-9.51, 1.90)  -  811
(-13.45, -8.12)  -  812
(-3.51, -4.07)  -  813
(-1.71, -1.75)  -  814
(-4.39, -4.65)  -  815
(-9.04, -3.91)  -  816
(-4.25, 0.28)  -  817
(-7.85, -11.55)  -  818
(-9.35, -0.14)  -  819
(0.11, -1.02)  -  820
(-6.55, -10.07)  -  821
(-7.94, -12.38)  -  822
(-5.84, -9.67)  -  823
(-13.99, -0.80)  -  824
(-4.71, -4.29)  -  825
(-12.81, -7.60)  -  826
(-7.10, -12.72)  -  827
(-14.69, -14.86)  -  828
(-11.23, -8.22)  -  829
(-4.56, -12.63)  -  830
(0.40, -0.55)  -  831
(-14.66, -12.43)  -  832
(-8.69, -11.76)  -  833
(-3.07, -0.09)  -  834
(-5.75, -3.96)  -  835
(-11.10, -0.75)  -  836
(-10.02, -0.68)  -  837
(-1.64, -3.90)  -  838
(-2.17, 0.45)  -  839
(-10.51, -11.70)  -  840
(-4.42, -3.68)  -  841
(-4.68, -12.34)  -  842
(-11.52, -3.96)  -  843
(-11.46, -1.88)  -  844
(-2.55, -1.78)  -  845
(-12.92, -8.35)  -  846
(-13.30, -8.07)  -  847
(-6.34, -0.14)  -  848
(-8.06, -4.26)  -  849
(-12.96, -11.61)  -  850
(-9.26, -1.37)  -  851
(-4.54, -2.78)  -  852
(-0.68, -3.14)  -  853
(-12.17, -7.72)  -  854
(0.36, -0.39)  -  855
(-3.02, -12.06)  -  856
(-1.91, -2.32)  -  857
(1.74, -9.74)  -  858
(-14.32, 0.73)  -  859
(-12.02, -12.68)  -  860
(-7.99, -9.88)  -  861
(-14.85, -14.11)  -  862
(-2.77, -0.76)  -  863
(-5.99, -4.57)  -  864
(-0.03, -10.49)  -  865
(-0.57, -12.27)  -  866
(-5.49, -2.15)  -  867
(-5.96, -7.85)  -  868
(-1.26, -13.15)  -  869
(-13.72, -3.79)  -  870
(-1.28, -4.03)  -  871
(-12.40, -12.63)  -  872
(-14.77, -2.75)  -  873
(-7.80, -11.87)  -  874
(-11.79, -11.95)  -  875
